Brand,Product,Display,RAM,DDR/SDR,HardDisk,Processor,OS,Pricing,Customer,Rating
MSI,MSI Core i9 9th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 10 Home/8 GB Graphics) GT75 Titan 9SG-409IN Gam...,17.3,32 GB DDR4,DDR,1 TB HDD|1 TB SSD,Intel Core i9  (9th Gen),64 bit Windows 10,399990,2,3.5
ASUS,Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S430FA-EB031T Lapt...,14,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,64990,98,4.4
LENOVO,Lenovo Ideapad 330s Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) 330S-14IKB Thin and Light Lapt...,14,4 GB DDR4,DDR,256 GB SSD,Intel Core i3  (8th Gen),64 bit Windows 10,43942,19,4.6
ASUS,Asus VivoBook S15 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S530UN-BQ...,15.6,8 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (8th Gen),64 bit Windows 10,87990,396,4
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,48,3.9
DELL,Dell XPS 13 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,13,8 GB DDR3,DDR,256 GB SSD,Intel Core i5  (8th Gen),64 bit Windows 10,108850,1148,4
LENOVO,Lenovo G50-30 Pentium Quad Core 4th Gen - (4 GB/500 GB HDD/DOS) G50-30 Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,Intel Pentium Quad Core  (4th Gen),DOS,25290,94,4.1
LENOVO,Lenovo Ideapad 330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 330-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,45000,684,4.2
LENOVO,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 130-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),DOS,25490,330,4.1
DELL,Dell Inspiron Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 5567 Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (7th Gen),64 bit Windows 10,66990,301,3.8
DELL,Dell Inspiron 15 5000 Core i5 8th Gen - (8 GB/2 TB HDD/Windows 10 Home/2 GB Graphics) 5570 Laptop,15.6,8 GB DDR4,DDR,2 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,58900,346,3.8
DELL,Dell 15 5000 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 5578 2 in 1 Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),Windows 10,51000,210,4.6
IBALL,iBall CompBook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) Netizen 14 Thin and Light...,14,4 GB DDR3,DDR,,Intel Celeron Dual Core,64 bit Windows 10,13990,1929,3.8
IBALL,iBall CompBook Pentium Quad Core - (4 GB/32 GB EMMC Storage/Windows 10 Home) Premio v3.0 Laptop,14,4 GB DDR3,DDR,,Intel Pentium Quad Core,64 bit Windows 10,13990,364,3.7
ACER,Acer Predator Helios 300 Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics) P...,15.6,16 GB DDR4,DDR,1 TB HDD|256 GB SSD,Intel Core i7  (9th Gen),64 bit Windows 10,114990,4265,4
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,2377,4.1
LIFEDIGITAL,LifeDigital ZED Series Atom Quad Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) ZED Air Pro Silin / ...,12.5 Inch),2 GB DDR3,DDR,,Intel Atom Quad Core,64 bit Windows 10,9977,688,3.8
DELL,Dell Inspiron 15 3000 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10) 3567 Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,28990,218,3.8
LIFEDIGITAL,LifeDigital Zed Series Celeron Dual Core - (3 GB/500 GB HDD/Windows 10 Home) Zed Air Plus Laptop,15.6,3 GB DDR3,DDR,500 GB HDD,Intel Celeron Dual Core,64 bit Windows 10,16291,3082,4.1
LENOVO,Lenovo Ideapad 330 Ryzen 5 Quad Core - (4 GB/1 TB HDD/Windows 10 Home) 330-15ARR U Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,AMD Ryzen 5 Quad Core,64 bit Windows 10,32990,132,3.6
ACER,Acer Aspire 5 Core i5 8th Gen - (4 GB/1 TB HDD/Linux) A515-51 Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),Linux/Ubuntu,34990,1929,3.8
ASUS,Asus APU Dual Core E1 - (4 GB/500 GB HDD/Windows 10 Home) X540YA-XO547T Laptop,15.6,4 GB DDR3,DDR,500 GB HDD,AMD APU Dual Core E1,64 bit Windows 10,17990,55,4.4
ACER,Acer Nitro 5 Core i7 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/4 GB Graphics) AN515 52 7...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i7  (8th Gen),64 bit Windows 10,65990,989,4
ASUS,Asus Vivobook Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) X510UN-EJ329T Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i7  (8th Gen),64 bit Windows 10,57490,681,4
ASUS,Asus APU Dual Core A6 - (4 GB/1 TB HDD/Windows 10 Home) X540BA-GQ119T Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,AMD APU Dual Core A6,64 bit Windows 10,18990,338,3.9
HP,HP 14q APU Dual Core A6 - (4 GB/256 GB SSD/Windows 10 Home) 14q-cy0004AU Thin and Light Laptop,14,4 GB DDR4,DDR,256 GB SSD,AMD APU Dual Core A6,64 bit Windows 10,19990,34,3.9
IBALL,Iball C Series Atom - (2 GB/32 GB EMMC Storage/Windows 10) Compbook Laptop,11.6,2 GB DDR3,DDR,,Intel Atom,32 bit Windows 10,11999,389,3.9
RDP,RDP ThinBook Atom Quad Core - (4 GB/32 GB EMMC Storage/Windows 10 Pro) 1310-ECP Laptop,11.6,4 GB DDR3,DDR,,Intel Atom Quad Core,32 bit Windows 10,14490,98,4.4
LENOVO,Lenovo Ideapad 330s Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10 Home) 330S-14IKB Laptop,14,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (8th Gen),64 bit Windows 10,35990,7,4.1
LENOVO,Lenovo Ideapad 130 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 130-15IKB Laptop,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,45990,4267,3.9
HP,HP G7 APU Dual Core A6 - (4 GB/1 TB HDD/DOS) 245 G7 Laptop,14,4 GB DDR4,DDR,1 TB HDD,AMD APU Dual Core A6,DOS,19280,1148,4
HP,HP Pavilion 15 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 15-BC406TX Gaming Lapto...,15.6,8 GB DDR4,DDR,1 TB HDD,Intel Core i5  (8th Gen),64 bit Windows 10,53990,229,4.3
LENOVO,Lenovo IP330 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10) Ideapad 330 Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),64 bit Windows 10,30450,551,3.7
LIFEDIGITAL,LifeDigital Zed Series Celeron Dual Core - (2 GB/32 GB EMMC Storage/Windows 10 Home) Zed Note Prime 2 ...,11.6,2 GB DDR3,DDR,,Intel Celeron Dual Core,64 bit Windows 10,16291,24,3.9
HP,HP 15q APU Dual Core A9 - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15q-by002AX Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,AMD APU Dual Core A9,64 bit Windows 10,25490,24,3.6
LENOVO,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 130-15IKB Laptop,15.6,4 GB DDR4,DDR,1 TB HDD,Intel Core i3  (7th Gen),DOS,25490,210,4.6
